,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0061097,BP,GO:0061097,regulation of protein tyrosine kinase activity,7/560,36/4865,0.112433234,0.36838163,0.296653751,SHC1/NCK2/RAP2B/CD24/GAS6/CCL5/PRNP,7
GO:1904035,BP,GO:1904035,regulation of epithelial cell apoptotic process,7/560,36/4865,0.112433234,0.36838163,0.296653751,CAST/GATA3/MDK/CD248/GAS6/ZFP36L1/ZFP36,7
GO:1990748,BP,GO:1990748,cellular detoxification,7/560,36/4865,0.112433234,0.36838163,0.296653751,GSTM3/MGST3/SOD2/MGST1/GPX4/PRDX2/APOE,7
GO:0071456,BP,GO:0071456,cellular response to hypoxia,10/560,57/4865,0.113319537,0.370999069,0.298761546,LMNA/STC2/AQP1/CHCHD2/HIPK2/EIF4EBP1/MALAT1/TMBIM6/ZFP36L1/CYBB,10
GO:0005769,CC,GO:0005769,early endosome,24/560,162/4865,0.114359877,0.374116389,0.301271891,WASF2/HSPD1/PARM1/HLA-A/HLA-C/HLA-B/HLA-DRA/GJA1/GPNMB/LAPTM4B/VPS28/SNX19/LRP1/B2M/MYO5A/ANXA2/LITAF/MAPK3/ERBB2/RAB31/UBXN6/PLD3/APOE/PMEPA1,24
GO:0002312,BP,GO:0002312,B cell activation involved in immune response,5/560,23/4865,0.116451737,0.378334397,0.304668606,HSPD1/HMCES/TGFB1/XBP1/LGALS1,5
GO:0002437,BP,GO:0002437,inflammatory response to antigenic stimulus,5/560,23/4865,0.116451737,0.378334397,0.304668606,HLA-DRB1/GATA3/CD81/CD68/C3,5
GO:0010657,BP,GO:0010657,muscle cell apoptotic process,5/560,23/4865,0.116451737,0.378334397,0.304668606,CAPN2/SFRP2/RGL2/SOD2/MDK,5
GO:0031113,BP,GO:0031113,regulation of microtubule polymerization,5/560,23/4865,0.116451737,0.378334397,0.304668606,SLAIN2/MAP1B/RPS3/FKBP4/GIT1,5
GO:0032481,BP,GO:0032481,positive regulation of type I interferon production,5/560,23/4865,0.116451737,0.378334397,0.304668606,STAT1/HSPD1/IRF1/GAPDH/HSP90AA1,5
GO:0045646,BP,GO:0045646,regulation of erythrocyte differentiation,5/560,23/4865,0.116451737,0.378334397,0.304668606,STAT1/ZFP36L1/B2M/ZFP36/MAFB,5
GO:0045824,BP,GO:0045824,negative regulation of innate immune response,5/560,23/4865,0.116451737,0.378334397,0.304668606,HLA-A/HLA-B/A2M/GRN/RPS19,5
GO:0061614,BP,GO:0061614,pri-miRNA transcription by RNA polymerase II,5/560,23/4865,0.116451737,0.378334397,0.304668606,JUN/GATA3/FOS/TGFB1/SREBF2,5
GO:1902991,BP,GO:1902991,regulation of amyloid precursor protein catabolic process,5/560,23/4865,0.116451737,0.378334397,0.304668606,RTN4/IFNGR1/CLU/APOE/PRNP,5
GO:0005911,CC,GO:0005911,cell-cell junction,27/560,186/4865,0.118387739,0.384329897,0.309496718,WASF2/CNN3/ADAM15/EPCAM/HEG1/RAP2B/PPP3CA/GJA1/ACTB/ZYX/SDCBP/B4GALT1/EIF4G2/CCND1/STARD10/KRT8/RAP1B/GJB2/TMOD3/ANXA2/MARVELD3/ACTG1/EPB41L3/VAPA/HPN/VASP/FLNA,27
GO:1990778,BP,GO:1990778,protein localization to cell periphery,23/560,155/4865,0.118704804,0.384783213,0.309861769,GBP1/S100A10/RAMP1/LRRC15/ACTB/AGR2/CD81/LRP1/GAS6/MMP14/SEC23A/LGALS3/MYO5A/ANXA2/ATP2C2/SLC9A3R1/EPB41L3/RAB31/BSG/TGFB1/PRNP/BCL2L1/FLNA,23
GO:0015833,BP,GO:0015833,peptide transport,12/560,72/4865,0.11870875,0.384783213,0.309861769,ENSA/PPP3CA/HADH/CD74/HLA-DRB1/GJA1/ANO1/SNX19/MGST1/LRP1/CCL5/SLC9A3R1,12
GO:0046903,BP,GO:0046903,secretion,37/560,265/4865,0.119138809,0.385841439,0.310713947,SDF4/ENSA/COPA/CREB1/GNAI2/SPP1/PPP3CA/HADH/CD74/HLA-DRB1/GJA1/AGR2/AQP1/SDCBP/LY6E/GATA3/CXCL12/SAA1/CCND1/ANO1/SNX19/LRP1/RAP1B/LTBP2/ANXA2/CYBA/GIT1/CCL5/SLC9A3R1/SYNGR2/RAB31/IER3IP1/VPS4B/TGFB1/APOE/ITGB2/XBP1,37
GO:0043588,BP,GO:0043588,skin development,14/560,87/4865,0.121019714,0.385841439,0.310713947,DHCR24/TXNIP/COL3A1/COL5A2/IGFBP5/PALLD/ADAMTS2/COL1A2/COL5A1/PTGES3/ZFP36L1/KRT17/COL1A1/ZFP36,14
GO:0030027,CC,GO:0030027,lamellipodium,16/560,102/4865,0.121433211,0.385841439,0.310713947,PDPN/WASF2/ARPC5/ENAH/ANTXR1/FAP/ITGAV/ARPC2/MYLK/PALLD/DPYSL3/ACTB/CD44/CFL1/GIT1/VASP,16
GO:0010633,BP,GO:0010633,negative regulation of epithelial cell migration,6/560,30/4865,0.122971703,0.385841439,0.310713947,DCN/NR2F2/MARVELD3/SERPINF1/TGFB1/APOE,6
GO:0021953,BP,GO:0021953,central nervous system neuron differentiation,6/560,30/4865,0.122971703,0.385841439,0.310713947,UQCRQ/TSKU/C12orf57/HSP90AA1/B2M/UBB,6
GO:0022836,MF,GO:0022836,gated channel activity,6/560,30/4865,0.122971703,0.385841439,0.310713947,ITGAV/AQP1/LRRC26/ANO1/KCNK6/CYBB,6
GO:0031110,BP,GO:0031110,regulation of microtubule polymerization or depolymerization,6/560,30/4865,0.122971703,0.385841439,0.310713947,SLAIN2/MAP1B/RPS3/FKBP4/TAOK1/GIT1,6
GO:0033619,BP,GO:0033619,membrane protein proteolysis,6/560,30/4865,0.122971703,0.385841439,0.310713947,TIMP2/SPPL2B/TGFB1/APOE/TIMP3/TIMP1,6
GO:0042987,BP,GO:0042987,amyloid precursor protein catabolic process,6/560,30/4865,0.122971703,0.385841439,0.310713947,DHCR24/RTN4/IFNGR1/CLU/APOE/PRNP,6
GO:0070167,BP,GO:0070167,regulation of biomineral tissue development,6/560,30/4865,0.122971703,0.385841439,0.310713947,ANKH/ENPP1/ASPN/MGP/GAS6/TGFB1,6
GO:0110149,BP,GO:0110149,regulation of biomineralization,6/560,30/4865,0.122971703,0.385841439,0.310713947,ANKH/ENPP1/ASPN/MGP/GAS6/TGFB1,6
GO:0002639,BP,GO:0002639,positive regulation of immunoglobulin production,4/560,17/4865,0.123014106,0.385841439,0.310713947,HMCES/HPX/TGFB1/XBP1,4
GO:0006911,BP,GO:0006911,"phagocytosis, engulfment",4/560,17/4865,0.123014106,0.385841439,0.310713947,MFGE8/RAB31/C3/ITGB2,4
GO:0030888,BP,GO:0030888,regulation of B cell proliferation,4/560,17/4865,0.123014106,0.385841439,0.310713947,CD74/CD81/TYROBP/MIF,4
GO:0032615,BP,GO:0032615,interleukin-12 production,4/560,17/4865,0.123014106,0.385841439,0.310713947,HSPD1/IRF1/HLA-B/MDK,4
GO:0032655,BP,GO:0032655,regulation of interleukin-12 production,4/560,17/4865,0.123014106,0.385841439,0.310713947,HSPD1/IRF1/HLA-B/MDK,4
GO:0032729,BP,GO:0032729,positive regulation of interferon-gamma production,4/560,17/4865,0.123014106,0.385841439,0.310713947,HSPD1/HLA-A/HLA-DPA1/HLA-DPB1,4
GO:0035633,BP,GO:0035633,maintenance of blood-brain barrier,4/560,17/4865,0.123014106,0.385841439,0.310713947,GJA1/LAMA2/ACTB/ACTG1,4
GO:0055002,BP,GO:0055002,striated muscle cell development,4/560,17/4865,0.123014106,0.385841439,0.310713947,KRT8/TMOD3/KRT19/ACTG1,4
GO:0060415,BP,GO:0060415,muscle tissue morphogenesis,4/560,17/4865,0.123014106,0.385841439,0.310713947,MYLK/HEG1/LY6E/TGFB1,4
GO:0098751,BP,GO:0098751,bone cell development,4/560,17/4865,0.123014106,0.385841439,0.310713947,WASF2/FBN1/ANXA2/TYROBP,4
GO:1903077,BP,GO:1903077,negative regulation of protein localization to plasma membrane,4/560,17/4865,0.123014106,0.385841439,0.310713947,GBP1/LRRC15/TGFB1/BCL2L1,4
GO:1903902,BP,GO:1903902,positive regulation of viral life cycle,4/560,17/4865,0.123014106,0.385841439,0.310713947,CD74/HLA-DRB1/VAPA/LGALS1,4
GO:1904036,BP,GO:1904036,negative regulation of epithelial cell apoptotic process,4/560,17/4865,0.123014106,0.385841439,0.310713947,CAST/GATA3/MDK/GAS6,4
GO:1904376,BP,GO:1904376,negative regulation of protein localization to cell periphery,4/560,17/4865,0.123014106,0.385841439,0.310713947,GBP1/LRRC15/TGFB1/BCL2L1,4
GO:0051051,BP,GO:0051051,negative regulation of transport,22/560,148/4865,0.123232007,0.385841439,0.310713947,ITGAV/GNAI2/APOD/PPP3CA/HADH/MAP1B/CD74/GJA1/ENPP1/SDCBP/FABP5/TMBIM6/RAP1B/LGALS3/OAZ2/SLC9A3R1/LMAN1/VPS4B/BST2/APOE/APOC1/SREBF2,22
GO:0043025,CC,GO:0043025,neuronal cell body,19/560,125/4865,0.123403608,0.385841439,0.310713947,CNN3/CAPN2/APOD/MAP1B/PRKAR2B/FKBP4/SLC38A2/LRP1/HSP90AA1/CYBA/SERPINF1/UBB/PPP1R1B/TIMP2/HPN/APOE/SYAP1/CYBB/FLNA,19
GO:0007043,BP,GO:0007043,cell-cell junction assembly,10/560,58/4865,0.123663631,0.385841439,0.310713947,RHOC/HEG1/GJA1/ACTB/CD9/GJB2/MARVELD3/MYO1C/ACTG1/EPB41L3,10
GO:0034614,BP,GO:0034614,cellular response to reactive oxygen species,10/560,58/4865,0.123663631,0.385841439,0.310713947,JUN/SOD2/AQP1/RPS3/FOS/MAPK3/MMP2/PCGF2/PRDX2/ROMO1,10
GO:0002686,BP,GO:0002686,negative regulation of leukocyte migration,3/560,11/4865,0.124127637,0.385841439,0.310713947,APOD/CXCL12/MIF,3
GO:0002691,BP,GO:0002691,regulation of cellular extravasation,3/560,11/4865,0.124127637,0.385841439,0.310713947,CXCL12/MDK/PLVAP,3
GO:0005852,CC,GO:0005852,eukaryotic translation initiation factor 3 complex,3/560,11/4865,0.124127637,0.385841439,0.310713947,EIF3B/EIF3K/EIF3L,3
GO:0006656,BP,GO:0006656,phosphatidylcholine biosynthetic process,3/560,11/4865,0.124127637,0.385841439,0.310713947,CAPN2/FABP5/SLC44A2,3
GO:0009593,BP,GO:0009593,detection of chemical stimulus,3/560,11/4865,0.124127637,0.385841439,0.310713947,AZGP1/CST4/CST1,3
GO:0010664,BP,GO:0010664,negative regulation of striated muscle cell apoptotic process,3/560,11/4865,0.124127637,0.385841439,0.310713947,SFRP2/RGL2/MDK,3
GO:0010759,BP,GO:0010759,positive regulation of macrophage chemotaxis,3/560,11/4865,0.124127637,0.385841439,0.310713947,MDK/MAPK3/CCL5,3
GO:0015248,MF,GO:0015248,sterol transporter activity,3/560,11/4865,0.124127637,0.385841439,0.310713947,OSBPL8/STARD3/APOE,3
GO:0016202,BP,GO:0016202,regulation of striated muscle tissue development,3/560,11/4865,0.124127637,0.385841439,0.310713947,CREB1/LOX/TGFB1,3
GO:0031528,CC,GO:0031528,microvillus membrane,3/560,11/4865,0.124127637,0.385841439,0.310713947,PDPN/ITGAV/SLC9A3R1,3
GO:0032094,BP,GO:0032094,response to food,3/560,11/4865,0.124127637,0.385841439,0.310713947,NENF/NUCB2/TMEM135,3
GO:0032369,BP,GO:0032369,negative regulation of lipid transport,3/560,11/4865,0.124127637,0.385841439,0.310713947,ITGAV/APOC1/SREBF2,3
GO:0032515,BP,GO:0032515,negative regulation of phosphoprotein phosphatase activity,3/560,11/4865,0.124127637,0.385841439,0.310713947,GNAI2/LGALS3/PPP1R1B,3
GO:0033290,CC,GO:0033290,eukaryotic 48S preinitiation complex,3/560,11/4865,0.124127637,0.385841439,0.310713947,EIF3B/EIF3K/EIF3L,3
GO:0042092,BP,GO:0042092,type 2 immune response,3/560,11/4865,0.124127637,0.385841439,0.310713947,CD74/GATA3/CD81,3
GO:0042287,MF,GO:0042287,MHC protein binding,3/560,11/4865,0.124127637,0.385841439,0.310713947,CD74/CD81/BCAP31,3
GO:0045879,BP,GO:0045879,negative regulation of smoothened signaling pathway,3/560,11/4865,0.124127637,0.385841439,0.310713947,ENPP1/GLIS2/GPC3,3
GO:0046949,BP,GO:0046949,fatty-acyl-CoA biosynthetic process,3/560,11/4865,0.124127637,0.385841439,0.310713947,ACSL1/ACACA/TECR,3
GO:0048634,BP,GO:0048634,regulation of muscle organ development,3/560,11/4865,0.124127637,0.385841439,0.310713947,CREB1/LOX/TGFB1,3
GO:0050931,BP,GO:0050931,pigment cell differentiation,3/560,11/4865,0.124127637,0.385841439,0.310713947,ENPP1/CD63/GNA11,3
GO:0060142,BP,GO:0060142,regulation of syncytium formation by plasma membrane fusion,3/560,11/4865,0.124127637,0.385841439,0.310713947,CAPN2/CXCL10/TYROBP,3
GO:0060487,BP,GO:0060487,lung epithelial cell differentiation,3/560,11/4865,0.124127637,0.385841439,0.310713947,CREB1/SPDEF/AGR2,3
GO:0071526,BP,GO:0071526,semaphorin-plexin signaling pathway,3/560,11/4865,0.124127637,0.385841439,0.310713947,SEMA3F/SEMA3C/FLNA,3
GO:0072673,BP,GO:0072673,lamellipodium morphogenesis,3/560,11/4865,0.124127637,0.385841439,0.310713947,PDPN/WASF2/CD44,3
GO:0090207,BP,GO:0090207,regulation of triglyceride metabolic process,3/560,11/4865,0.124127637,0.385841439,0.310713947,C3/APOE/MBOAT7,3
GO:1903426,BP,GO:1903426,regulation of reactive oxygen species biosynthetic process,3/560,11/4865,0.124127637,0.385841439,0.310713947,HSPD1/SOD2/CYBA,3
GO:2000179,BP,GO:2000179,positive regulation of neural precursor cell proliferation,3/560,11/4865,0.124127637,0.385841439,0.310713947,GNAI2/MDK/FLNA,3
GO:0042886,BP,GO:0042886,amide transport,13/560,80/4865,0.124599334,0.38702414,0.311666363,ENSA/SLC5A6/PPP3CA/HADH/CD74/HLA-DRB1/GJA1/ANO1/SNX19/MGST1/LRP1/CCL5/SLC9A3R1,13
GO:0060627,BP,GO:0060627,regulation of vesicle-mediated transport,28/560,195/4865,0.125012709,0.387370322,0.311945139,ITGAV/GNAI2/PPP3CA/LMAN2/CLU/SDCBP/VPS28/HNRNPK/CD151/CD63/LRP1/RAP1B/GAS6/LGALS3/B2M/ANXA2/MFGE8/MAPK3/CYBA/GIT1/RAB31/VPS4B/C3/APOE/APOC1/TGM2/ITGB2/GPC3,28
GO:0098660,BP,GO:0098660,inorganic ion transmembrane transport,28/560,195/4865,0.125012709,0.387370322,0.311945139,SLC5A6/PCYOX1/ITGAV/ATP6V1A/COX17/CXCL10/ANKH/TSPAN13/AQP1/NIPAL2/CYC1/LRRC26/ANO1/CD63/GAS6/ANXA2/ATP2C2/CYBA/SLC9A3R1/CYB5A/HPN/FXYD3/COX6B1/KCNK6/ACTN4/PRNP/TMSB4X/FLNA,28
GO:0015453,MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,9/560,51/4865,0.125389042,0.387370322,0.311945139,NDUFS2/NDUFA10/NDUFS6/NDUFB9/CYC1/NDUFB10/CYB5A/NDUFA13/COX6B1,9
GO:0043524,BP,GO:0043524,negative regulation of neuron apoptotic process,9/560,51/4865,0.125389042,0.387370322,0.311945139,HSPD1/SOD2/HIPK2/MDK/LRP1/LGMN/GRN/APOE/BCL2L1,9
GO:0002832,BP,GO:0002832,negative regulation of response to biotic stimulus,7/560,37/4865,0.125715044,0.387370322,0.311945139,HLA-A/HLA-B/HTRA1/A2M/GRN/PRDX2/RPS19,7
GO:0005747,CC,GO:0005747,mitochondrial respiratory chain complex I,7/560,37/4865,0.125715044,0.387370322,0.311945139,NDUFS2/NDUFA10/NDUFS6/NDUFB9/NDUFB10/NDUFA11/NDUFA13,7
GO:0030864,CC,GO:0030864,cortical actin cytoskeleton,7/560,37/4865,0.125715044,0.387370322,0.311945139,CAPN2/MLPH/EEF1A1/CALD1/COTL1/KRT19/ACTN4,7
GO:0030964,CC,GO:0030964,NADH dehydrogenase complex,7/560,37/4865,0.125715044,0.387370322,0.311945139,NDUFS2/NDUFA10/NDUFS6/NDUFB9/NDUFB10/NDUFA11/NDUFA13,7
GO:0035107,BP,GO:0035107,appendage morphogenesis,7/560,37/4865,0.125715044,0.387370322,0.311945139,CRABP2/PRRX1/SFRP2/PITX1/SEMA3C/RDH10/GPC3,7
GO:0035108,BP,GO:0035108,limb morphogenesis,7/560,37/4865,0.125715044,0.387370322,0.311945139,CRABP2/PRRX1/SFRP2/PITX1/SEMA3C/RDH10/GPC3,7
GO:0045271,CC,GO:0045271,respiratory chain complex I,7/560,37/4865,0.125715044,0.387370322,0.311945139,NDUFS2/NDUFA10/NDUFS6/NDUFB9/NDUFB10/NDUFA11/NDUFA13,7
GO:0008217,BP,GO:0008217,regulation of blood pressure,8/560,44/4865,0.126238471,0.38813756,0.312562988,GJA1/SOD2/COL1A2/POSTN/GAS6/NR2F2/CYBA/KCNK6,8
GO:0033135,BP,GO:0033135,regulation of peptidyl-serine phosphorylation,8/560,44/4865,0.126238471,0.38813756,0.312562988,NCK2/EIF4G1/SFRP2/CD44/GAS6/HSP90AA1/TGFB1/MIF,8
GO:0042641,CC,GO:0042641,actomyosin,8/560,44/4865,0.126238471,0.38813756,0.312562988,MYLK/PALLD/ZYX/CYBA/MYL12B/TPM4/ACTN4/MYL9,8
GO:0072593,BP,GO:0072593,reactive oxygen species metabolic process,12/560,73/4865,0.128098575,0.393571509,0.316938888,IFI6/HSPD1/GNAI2/SOD2/CYBA/PRDX2/NDUFA13/TYROBP/TGFB1/ROMO1/ITGB2/CYBB,12
GO:0051704,BP,GO:0051704,multi-organism process,38/560,275/4865,0.128846423,0.39558276,0.318558527,COL16A1/CAPN2/IGFBP2/IGFBP5/RPL29/IGFBP7/SPP1/STC2/ADAMTS2/GJA1/CTSB/B4GALT1/CTSL/MDK/CD9/SLC38A2/GJB2/GAS6/FOS/SERPINA5/UBE3A/MFGE8/ABHD2/NR2F2/ALDOA/MAPK3/MMP2/UBB/PPP1R1B/BSG/GPX4/BST2/YIF1B/BCL2L1/WFDC2/TIMP1/MAGED2/BCAP31,38
GO:0002262,BP,GO:0002262,myeloid cell homeostasis,11/560,66/4865,0.131439486,0.402669849,0.324265683,STAT1/RPS14/HIPK2/GATA3/ZFP36L1/B2M/TMOD3/RPS17/ZFP36/RPS19/MAFB,11
GO:0045088,BP,GO:0045088,regulation of innate immune response,11/560,66/4865,0.131439486,0.402669849,0.324265683,IRF1/HLA-A/HLA-B/HPX/A2M/HSP90AA1/CCL5/GRN/TYROBP/RPS19/APOE,11
GO:0048705,BP,GO:0048705,skeletal system morphogenesis,11/560,66/4865,0.131439486,0.402669849,0.324265683,PRRX1/SFRP2/RDH10/TSKU/MMP13/MGP/MMP14/IRX5/MMP2/PCGF2/COL1A1,11
GO:0071826,BP,GO:0071826,ribonucleoprotein complex subunit organization,17/560,111/4865,0.132663236,0.40612562,0.327048579,RPL11/RPS27/RPSA/RPS14/EIF3B/PTGES3/RPLP0/HSP90AA1/RPS15/LSM4/EIF3K/RPS19/RPL13A/RPS5/EIF3L/RPL3/RPL10,17
GO:0051015,MF,GO:0051015,actin filament binding,13/560,81/4865,0.13375558,0.407159484,0.327881138,ARPC5/ANTXR1/ARPC2/ARPC4/MARCKS/CFL1/MYO5A/COTL1/MYO1C/EEF2/TPM4/ACTN4/FLNA,13
GO:1990351,CC,GO:1990351,transporter complex,13/560,81/4865,0.13375558,0.407159484,0.327881138,NDUFS2/NDUFA10/NDUFS6/UQCRQ/NDUFB9/CYC1/LRRC26/ANO1/NDUFB10/TIMM13/NDUFA11/NDUFA13/KCNK6,13
GO:1904813,CC,GO:1904813,ficolin-1-rich granule lumen,15/560,96/4865,0.133883932,0.407159484,0.327881138,ILF2/ARPC5/EEF1A1/CTSB/CTSD/PYGL/HSP90AA1/ALDOA/COTL1/CRISPLD2/PSMD3/TIMP2/EEF2/CST3/MIF,15
GO:0001676,BP,GO:0001676,long-chain fatty acid metabolic process,5/560,24/4865,0.133960556,0.407159484,0.327881138,ACSL1/FADS2/PTGES3/MAPK3/GPX4,5
GO:0014032,BP,GO:0014032,neural crest cell development,5/560,24/4865,0.133960556,0.407159484,0.327881138,FN1/SEMA3F/SEMA3C/RDH10/MAPK3,5
GO:0014068,BP,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,5/560,24/4865,0.133960556,0.407159484,0.327881138,FN1/RGL2/DCN/UBE3A/CCL5,5
GO:0016627,MF,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",5/560,24/4865,0.133960556,0.407159484,0.327881138,DHCR24/SDHC/ACADSB/TECR/BLVRB,5
GO:0035580,CC,GO:0035580,specific granule lumen,5/560,24/4865,0.133960556,0.407159484,0.327881138,ILF2/GGH/CTSD/B2M/TIMP2,5
GO:0051205,BP,GO:0051205,protein insertion into membrane,5/560,24/4865,0.133960556,0.407159484,0.327881138,HSP90AA1/TIMM13/SGTA/NDUFA13/ROMO1,5
GO:0097730,CC,GO:0097730,non-motile cilium,5/560,24/4865,0.133960556,0.407159484,0.327881138,MAP1B/VCAN/GLIS2/BSG/GNA11,5
GO:0009152,BP,GO:0009152,purine ribonucleotide biosynthetic process,10/560,59/4865,0.134506743,0.407942896,0.328512012,ATP6V1A/GMPS/ACSL1/PAPSS2/NME4/ALDOA/ACACA/TECR/TGFB1/TMSB4X,10
GO:0045766,BP,GO:0045766,positive regulation of angiogenesis,10/560,59/4865,0.134506743,0.407942896,0.328512012,SFRP2/AQP1/HIPK2/ADAM12/MDK/ITGAX/GRN/C3/XBP1/CYBB,10
GO:1904018,BP,GO:1904018,positive regulation of vasculature development,10/560,59/4865,0.134506743,0.407942896,0.328512012,SFRP2/AQP1/HIPK2/ADAM12/MDK/ITGAX/GRN/C3/XBP1/CYBB,10
GO:0050851,BP,GO:0050851,antigen receptor-mediated signaling pathway,9/560,52/4865,0.137125587,0.415588476,0.334668914,GBP1/HLA-A/HLA-DRB1/HLA-DPB1/GATA3/CD81/RPS3/LGALS3/PRNP,9
GO:0050821,BP,GO:0050821,protein stabilization,16/560,104/4865,0.137541756,0.416552229,0.335445014,RPL11/PEX19/RPS7/RTN4/HSPD1/CREB1/CLU/GTPBP4/GAPDH/PTGES3/HSP90AA1/RPL23/GRN/TYROBP/LAMP2/FLNA,16
GO:0010927,BP,GO:0010927,cellular component assembly involved in morphogenesis,6/560,31/4865,0.138543045,0.418092562,0.336685427,CD9/KRT8/TMOD3/KRT19/ACTG1/EPB41L3,6
GO:0030660,CC,GO:0030660,Golgi-associated vesicle membrane,6/560,31/4865,0.138543045,0.418092562,0.336685427,COPA/GJA1/COPB1/TMED3/SPPL2B/COPE,6
GO:0051262,BP,GO:0051262,protein tetramerization,6/560,31/4865,0.138543045,0.418092562,0.336685427,HLA-DRB1/SOD2/B2M/ALDOA/ACACA/VASP,6
GO:0070059,BP,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,6/560,31/4865,0.138543045,0.418092562,0.336685427,NCK2/GRINA/TMBIM6/BCL2L1/XBP1/ATF4,6
GO:0098869,BP,GO:0098869,cellular oxidant detoxification,6/560,31/4865,0.138543045,0.418092562,0.336685427,MGST3/SOD2/MGST1/GPX4/PRDX2/APOE,6
GO:0051260,BP,GO:0051260,protein homooligomerization,8/560,45/4865,0.139022627,0.419241653,0.337610778,SOD2/B2M/ALDOA/ACACA/RNF213/VASP/PRNP/MIF,8
GO:0005811,CC,GO:0005811,lipid droplet,7/560,38/4865,0.139751781,0.420245789,0.338419398,RDH10/TMEM135/GAPDH/RAP1B/ANXA2/SYNGR2/BCAP31,7
GO:0008643,BP,GO:0008643,carbohydrate transport,7/560,38/4865,0.139751781,0.420245789,0.338419398,ENPP1/AQP1/FABP5/OSBPL8/C3/SLC35A2/GPC3,7
GO:0015698,BP,GO:0015698,inorganic anion transport,7/560,38/4865,0.139751781,0.420245789,0.338419398,SLC5A6/PCYOX1/ANKH/ENPP1/ANO1/FXYD3/PRNP,7
GO:0097237,BP,GO:0097237,cellular response to toxic substance,7/560,38/4865,0.139751781,0.420245789,0.338419398,GSTM3/MGST3/SOD2/MGST1/GPX4/PRDX2/APOE,7
GO:0055085,BP,GO:0055085,transmembrane transport,48/560,358/4865,0.140075686,0.420921484,0.338963528,MCL1/SLC5A6/PCYOX1/ITGAV/HSPD1/ATP6V1A/COX17/CXCL10/ACSL1/ANKH/GJA1/ENPP1/ACTB/TSPAN13/AQP1/AZGP1/FABP5/NIPAL2/CYC1/LRRC26/ANO1/SLC38A2/CD63/OSBPL8/GJB2/GAS6/ANXA2/OAZ2/SPNS1/ATP2C2/CYBA/SLC9A3R1/CYB5A/C3/SLC44A2/HPN/FXYD3/COX6B1/KCNK6/ACTN4/PRNP/ROMO1/IFNGR2/TMSB4X/CYBB/SLC35A2/GPC3/FLNA,48
GO:0043491,BP,GO:0043491,protein kinase B signaling,11/560,67/4865,0.141949036,0.426248946,0.343253675,RTN4/IGFBP5/LOX/GATA3/OSBPL8/GAS6/ZFP36L1/HSP90AA1/CCL5/SLC9A3R1/TGFB1,11
GO:0051493,BP,GO:0051493,regulation of cytoskeleton organization,29/560,206/4865,0.143269085,0.428607126,0.345152693,WASF2/RHOC/S100A10/PFDN2/ARPC5/CAPN2/NCK2/ARPC2/ARPC4/SLAIN2/MAP1B/CXCL12/MDK/RPS3/FKBP4/LRP1/TMOD3/SMIM22/MAPK3/COTL1/MYO1C/TAOK1/GIT1/ACTG1/VPS4B/BST2/VASP/TMSB4X/FLNA,29
GO:0051099,BP,GO:0051099,positive regulation of binding,13/560,82/4865,0.143275224,0.428607126,0.345152693,RPL11/S100A10/RAMP1/EIF4G1/HIPK2/CTHRC1/GATA3/BAMBI/LRP1/B2M/ANXA2/TGFB1/APOE,13
GO:0034248,BP,GO:0034248,regulation of cellular amide metabolic process,33/560,238/4865,0.14433711,0.428607126,0.345152693,RTN4/NCK2/IGFBP5/EIF4G1/RPS14/IFNGR1/EIF3B/CLU/EIF4EBP1/VIM/EIF5AL1/EIF4G2/RPS3/GAPDH/ZFP36L1/GSPT1/MAPK3/CCL5/ERBB2/ORMDL3/KRT17/CIRBP/EEF2/EIF3K/ZFP36/APOE/RPL13A/RPS9/PRNP/ATF4/RBM3/RPS4X/RPL10,33
GO:0002102,CC,GO:0002102,podosome,4/560,18/4865,0.144552627,0.428607126,0.345152693,PALLD/PTPN12/HNRNPK/TPM4,4
GO:0010712,BP,GO:0010712,regulation of collagen metabolic process,4/560,18/4865,0.144552627,0.428607126,0.345152693,FAP/VIM/TGFB1/CST3,4
GO:0032469,BP,GO:0032469,endoplasmic reticulum calcium ion homeostasis,4/560,18/4865,0.144552627,0.428607126,0.345152693,GRINA/TMBIM6/TGM2/BCAP31,4
GO:0035272,BP,GO:0035272,exocrine system development,4/560,18/4865,0.144552627,0.428607126,0.345152693,SEMA3C/TWSG1/TGFB1/TGM2,4
GO:0035305,BP,GO:0035305,negative regulation of dephosphorylation,4/560,18/4865,0.144552627,0.428607126,0.345152693,ENSA/GNAI2/LGALS3/PPP1R1B,4
GO:0043113,BP,GO:0043113,receptor clustering,4/560,18/4865,0.144552627,0.428607126,0.345152693,CD81/APOE/ITGB2/FLNA,4
GO:0045599,BP,GO:0045599,negative regulation of fat cell differentiation,4/560,18/4865,0.144552627,0.428607126,0.345152693,ENPP1/GATA3/TGFB1/MMP11,4
GO:0048644,BP,GO:0048644,muscle organ morphogenesis,4/560,18/4865,0.144552627,0.428607126,0.345152693,MYLK/HEG1/LY6E/TGFB1,4
