,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0060416,BP,GO:0060416,response to growth hormone,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Mbd5,1
GO:0070034,MF,GO:0070034,telomerase RNA binding,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Snrpd3,1
GO:0071498,BP,GO:0071498,cellular response to fluid shear stress,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Mtss1,1
GO:0072111,BP,GO:0072111,cell proliferation involved in kidney development,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Ptch1,1
GO:0072170,BP,GO:0072170,metanephric tubule development,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Mtss1,1
GO:0097001,MF,GO:0097001,ceramide binding,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Clip3,1
GO:0098703,BP,GO:0098703,calcium ion import across plasma membrane,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Cacna1c,1
GO:0099558,BP,GO:0099558,maintenance of synapse structure,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Erc2,1
GO:0099625,BP,GO:0099625,ventricular cardiac muscle cell membrane repolarization,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Scn1b,1
GO:0140416,MF,GO:0140416,transcription regulator inhibitor activity,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Id4,1
GO:0150118,BP,GO:0150118,negative regulation of cell-substrate junction organization,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Pten,1
GO:1900037,BP,GO:1900037,regulation of cellular response to hypoxia,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Tmbim6,1
GO:1901862,BP,GO:1901862,negative regulation of muscle tissue development,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Igfbp5,1
GO:1902285,BP,GO:1902285,semaphorin-plexin signaling pathway involved in neuron projection guidance,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Plxnb3,1
GO:1903204,BP,GO:1903204,negative regulation of oxidative stress-induced neuron death,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Ncoa7,1
GO:2000251,BP,GO:2000251,positive regulation of actin cytoskeleton reorganization,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Ntrk3,1
GO:2001014,BP,GO:2001014,regulation of skeletal muscle cell differentiation,1/324,17/14611,0.317115864445767,0.571593120391671,0.48845460365549,Rbfox1,1
GO:0009411,BP,GO:0009411,response to UV,4/324,129/14611,0.321043329117858,0.575575085169236,0.491857389584514,Ercc6/Ino80/Ptprk/Trim32,4
GO:0072006,BP,GO:0072006,nephron development,4/324,129/14611,0.321043329117858,0.575575085169236,0.491857389584514,Dlg1/Kirrel3/Mtss1/Ptch1,4
GO:0002526,BP,GO:0002526,acute inflammatory response,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Adora1/Il20rb,2
GO:0003143,BP,GO:0003143,embryonic heart tube morphogenesis,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Ift57/Ryr2,2
GO:0004860,MF,GO:0004860,protein kinase inhibitor activity,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Tesc/Wnk1,2
GO:0007492,BP,GO:0007492,endoderm development,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Bptf/Dusp5,2
GO:0008652,BP,GO:0008652,cellular amino acid biosynthetic process,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Aldh1a1/Got1,2
GO:0030865,BP,GO:0030865,cortical cytoskeleton organization,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Anln/Dlg1,2
GO:0043666,BP,GO:0043666,regulation of phosphoprotein phosphatase activity,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Bod1l/Ppp1r9b,2
GO:0045471,BP,GO:0045471,response to ethanol,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Aldh1a1/Pten,2
GO:0046530,BP,GO:0046530,photoreceptor cell differentiation,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Ntrk2/Slc4a7,2
GO:0070228,BP,GO:0070228,regulation of lymphocyte apoptotic process,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Lgals3/Pten,2
GO:0120193,BP,GO:0120193,tight junction organization,2/324,52/14611,0.321061597498446,0.575575085169236,0.491857389584514,Dlg1/Ephb2,2
GO:0043405,BP,GO:0043405,regulation of MAP kinase activity,5/324,169/14611,0.321108969366056,0.575575085169236,0.491857389584514,Nf1/Ntrk3/Rgs2/Tenm1/Tsg101,5
GO:0045862,BP,GO:0045862,positive regulation of proteolysis,8/324,292/14611,0.321914370171507,0.57671420234508,0.492830821574498,Antxr1/F2r/Herpud1/Ift57/Psme3/Pten/Stat1/Trim32,8
GO:0038127,BP,GO:0038127,ERBB signaling pathway,3/324,90/14611,0.322127503324471,0.57671420234508,0.492830821574498,Adora1/Erbb3/Tsg101,3
GO:0044106,BP,GO:0044106,cellular amine metabolic process,3/324,90/14611,0.322127503324471,0.57671420234508,0.492830821574498,Gpr37/Mecp2/Myo5a,3
GO:1903311,BP,GO:1903311,regulation of mRNA metabolic process,7/324,251/14611,0.322936588085305,0.577933664176435,0.49387291204805,Celf2/Gigyf2/Hnrnpa0/Rbfox1/Safb2/Srrm4/Vim,7
GO:0009755,BP,GO:0009755,hormone-mediated signaling pathway,4/324,130/14611,0.326074004719746,0.578197868281287,0.494098687528397,Appl2/Ntrk2/Pagr1a/Safb2,4
GO:0050684,BP,GO:0050684,regulation of mRNA processing,4/324,130/14611,0.326074004719746,0.578197868281287,0.494098687528397,Celf2/Rbfox1/Safb2/Srrm4,4
GO:0051606,BP,GO:0051606,detection of stimulus,4/324,130/14611,0.326074004719746,0.578197868281287,0.494098687528397,Adora1/Rtp4/Ryr2/Scarb1,4
GO:0034708,CC,GO:0034708,methyltransferase complex,3/324,91/14611,0.328216040376425,0.578197868281287,0.494098687528397,Pagr1a/Rnmt/Snrpd3,3
GO:0045666,BP,GO:0045666,positive regulation of neuron differentiation,3/324,91/14611,0.328216040376425,0.578197868281287,0.494098687528397,Pten/Sh3gl3/Trim32,3
GO:0048145,BP,GO:0048145,regulation of fibroblast proliferation,3/324,91/14611,0.328216040376425,0.578197868281287,0.494098687528397,Nf1/Ptprz1/Trim32,3
GO:0055017,BP,GO:0055017,cardiac muscle tissue growth,3/324,91/14611,0.328216040376425,0.578197868281287,0.494098687528397,Pten/Rgs2/Rgs4,3
GO:1902936,MF,GO:1902936,phosphatidylinositol bisphosphate binding,3/324,91/14611,0.328216040376425,0.578197868281287,0.494098687528397,Kcnh1/Mark1/Pla2g4e,3
GO:0007178,BP,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,8/324,294/14611,0.328526975064531,0.578197868281287,0.494098687528397,Appl2/Gdf10/Got1/Inhbb/Ptprk/Snx25/Sptbn1/Vim,8
GO:0001910,BP,GO:0001910,regulation of leukocyte mediated cytotoxicity,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,Lamp1/Ppp3cb,2
GO:0009880,BP,GO:0009880,embryonic pattern specification,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,Ptch1/Wnt7a,2
GO:0030239,BP,GO:0030239,myofibril assembly,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,Myh10/Tmod2,2
GO:0046579,BP,GO:0046579,positive regulation of Ras protein signal transduction,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,F2r/Lpar1,2
GO:0050688,BP,GO:0050688,regulation of defense response to virus,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,Ercc6/Stat1,2
GO:0055002,BP,GO:0055002,striated muscle cell development,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,Myh10/Tmod2,2
GO:0060675,BP,GO:0060675,ureteric bud morphogenesis,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,Dlg1/Ptch1,2
GO:1901606,BP,GO:1901606,alpha-amino acid catabolic process,2/324,53/14611,0.329225781874056,0.578197868281287,0.494098687528397,Gad2/Got1,2
GO:0015980,BP,GO:0015980,energy derivation by oxidation of organic compounds,7/324,253/14611,0.330087012783641,0.578197868281287,0.494098687528397,Gadd45gip1/Ldha/Ndufb6/Ndufs8/Ndufv3/Pfkm/Sdhaf2,7
GO:0000272,BP,GO:0000272,polysaccharide catabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Pfkm,1
GO:0000303,BP,GO:0000303,response to superoxide,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Ercc6,1
GO:0001891,CC,GO:0001891,phagocytic cup,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Adgrb1,1
GO:0001946,BP,GO:0001946,lymphangiogenesis,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Ppp3cb,1
GO:0002902,BP,GO:0002902,regulation of B cell apoptotic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Pten,1
GO:0004602,MF,GO:0004602,glutathione peroxidase activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Mgst3,1
GO:0005248,MF,GO:0005248,voltage-gated sodium channel activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Scn1b,1
GO:0005540,MF,GO:0005540,hyaluronic acid binding,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Hapln2,1
GO:0006089,BP,GO:0006089,lactate metabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Ldha,1
GO:0006541,BP,GO:0006541,glutamine metabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Mecp2,1
GO:0008483,MF,GO:0008483,transaminase activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Got1,1
GO:0009067,BP,GO:0009067,aspartate family amino acid biosynthetic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Got1,1
GO:0009220,BP,GO:0009220,pyrimidine ribonucleotide biosynthetic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Nme1,1
GO:0009713,BP,GO:0009713,catechol-containing compound biosynthetic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Gpr37,1
GO:0010742,BP,GO:0010742,macrophage derived foam cell differentiation,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Stat1,1
GO:0010766,BP,GO:0010766,negative regulation of sodium ion transport,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Wnk1,1
GO:0014821,BP,GO:0014821,phasic smooth muscle contraction,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Dlg1,1
GO:0016048,BP,GO:0016048,detection of temperature stimulus,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Adora1,1
GO:0018904,BP,GO:0018904,ether metabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Txn1,1
GO:0019211,MF,GO:0019211,phosphatase activator activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Igfbp3,1
GO:0022410,BP,GO:0022410,circadian sleep/wake cycle process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Adora1,1
GO:0030575,BP,GO:0030575,nuclear body organization,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Aff2,1
GO:0032045,CC,GO:0032045,guanyl-nucleotide exchange factor complex,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Kndc1,1
GO:0032727,BP,GO:0032727,positive regulation of interferon-alpha production,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Stat1,1
GO:0034143,BP,GO:0034143,regulation of toll-like receptor 4 signaling pathway,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Appl2,1
GO:0035809,BP,GO:0035809,regulation of urine volume,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Oprl1,1
GO:0042053,BP,GO:0042053,regulation of dopamine metabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Gpr37,1
GO:0042423,BP,GO:0042423,catecholamine biosynthetic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Gpr37,1
GO:0044247,BP,GO:0044247,cellular polysaccharide catabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Pfkm,1
GO:0045109,BP,GO:0045109,intermediate filament organization,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Vim,1
GO:0046514,BP,GO:0046514,ceramide catabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Neu1,1
GO:0046755,BP,GO:0046755,viral budding,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Tsg101,1
GO:0050860,BP,GO:0050860,negative regulation of T cell receptor signaling pathway,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Lgals3,1
GO:0051000,BP,GO:0051000,positive regulation of nitric-oxide synthase activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Scarb1,1
GO:0051383,BP,GO:0051383,kinetochore organization,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Smc4,1
GO:0051875,BP,GO:0051875,pigment granule localization,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Myo5a,1
GO:0051900,BP,GO:0051900,regulation of mitochondrial depolarization,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Got1,1
GO:0052744,MF,GO:0052744,phosphatidylinositol monophosphate phosphatase activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Pten,1
GO:0052745,MF,GO:0052745,inositol phosphate phosphatase activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Pten,1
GO:0055083,BP,GO:0055083,monovalent inorganic anion homeostasis,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Slc12a5,1
GO:0060149,BP,GO:0060149,negative regulation of posttranscriptional gene silencing,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Mecp2,1
GO:0060967,BP,GO:0060967,negative regulation of gene silencing by RNA,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Mecp2,1
GO:0070122,MF,GO:0070122,isopeptidase activity,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Psmd7,1
GO:0071545,BP,GO:0071545,inositol phosphate catabolic process,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Pten,1
GO:0097091,BP,GO:0097091,synaptic vesicle clustering,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Pten,1
GO:0099623,BP,GO:0099623,regulation of cardiac muscle cell membrane repolarization,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Scn1b,1
GO:0106070,BP,GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Oprl1,1
GO:1900120,BP,GO:1900120,regulation of receptor binding,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Plcl1,1
GO:1901857,BP,GO:1901857,positive regulation of cellular respiration,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Gadd45gip1,1
GO:1902656,BP,GO:1902656,calcium ion import into cytosol,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Cacna1c,1
GO:1902773,CC,GO:1902773,GTPase activator complex,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Kndc1,1
GO:1905244,BP,GO:1905244,regulation of modification of synaptic structure,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Myh10,1
GO:2000209,BP,GO:2000209,regulation of anoikis,1/324,18/14611,0.332276509910997,0.578197868281287,0.494098687528397,Ntrk2,1
GO:0003712,MF,GO:0003712,transcription coregulator activity,11/324,421/14611,0.332300568089046,0.578197868281287,0.494098687528397,Ctbp2/Maml3/Mecp2/Ncoa7/Nfe2l1/Nrip1/Prkcb/Tbl1xr1/Trim32/Trim62/Tsg101,11
GO:0050778,BP,GO:0050778,positive regulation of immune response,9/324,337/14611,0.332609147686977,0.578511944590711,0.494367081275214,Appl2/C1qa/Lamp1/Lgals3/Pagr1a/Prkcb/Rftn1/Trim62/Wnk1,9
GO:0051222,BP,GO:0051222,positive regulation of protein transport,7/324,254/14611,0.333671395980312,0.579673757033557,0.495359907493807,Exph5/Mtcl1/Myh10/Pfkm/Ppp3cb/Tmed10/Tsg101,7
GO:0044242,BP,GO:0044242,cellular lipid catabolic process,5/324,172/14611,0.33423892049434,0.579673757033557,0.495359907493807,Abhd16a/Echdc2/Neu1/Pla2g4e/Scarb1,5
GO:0009135,BP,GO:0009135,purine nucleoside diphosphate metabolic process,3/324,92/14611,0.334303771767194,0.579673757033557,0.495359907493807,Bpgm/Pfkm/Slc4a4,3
GO:0009179,BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,3/324,92/14611,0.334303771767194,0.579673757033557,0.495359907493807,Bpgm/Pfkm/Slc4a4,3
GO:0030518,BP,GO:0030518,intracellular steroid hormone receptor signaling pathway,3/324,92/14611,0.334303771767194,0.579673757033557,0.495359907493807,Ntrk2/Pagr1a/Safb2,3
GO:0031047,BP,GO:0031047,gene silencing by RNA,3/324,92/14611,0.334303771767194,0.579673757033557,0.495359907493807,Ddx6/Mecp2/Zc3h7b,3
GO:0072009,BP,GO:0072009,nephron epithelium development,3/324,92/14611,0.334303771767194,0.579673757033557,0.495359907493807,Dlg1/Mtss1/Ptch1,3
GO:1990782,MF,GO:1990782,protein tyrosine kinase binding,3/324,92/14611,0.334303771767194,0.579673757033557,0.495359907493807,Ntrk2/Pten/Sirpa,3
GO:0009416,BP,GO:0009416,response to light stimulus,7/324,255/14611,0.337261440844523,0.583857586858257,0.498935197093839,Cacna1c/Ercc6/Ino80/Mecp2/Nf1/Ptprk/Trim32,7
GO:0003407,BP,GO:0003407,neural retina development,2/324,54/14611,0.337362918242207,0.583857586858257,0.498935197093839,Ntrk2/Slc4a7,2
GO:0042058,BP,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,2/324,54/14611,0.337362918242207,0.583857586858257,0.498935197093839,Adora1/Tsg101,2
GO:0043407,BP,GO:0043407,negative regulation of MAP kinase activity,2/324,54/14611,0.337362918242207,0.583857586858257,0.498935197093839,Nf1/Rgs2,2
GO:0072171,BP,GO:0072171,mesonephric tubule morphogenesis,2/324,54/14611,0.337362918242207,0.583857586858257,0.498935197093839,Dlg1/Ptch1,2
GO:0007249,BP,GO:0007249,I-kappaB kinase/NF-kappaB signaling,5/324,173/14611,0.338626821683276,0.584585342023686,0.499557099891837,Prkcb/Sirpa/Stat1/Trim32/Trim62,5
GO:0006979,BP,GO:0006979,response to oxidative stress,9/324,339/14611,0.338828394571976,0.584585342023686,0.499557099891837,Aldh1a1/Ercc6/Gpr37/Ncoa7/Ndufs8/Nfe2l1/Ptprk/Sirpa/Txn1,9
GO:0009308,BP,GO:0009308,amine metabolic process,3/324,93/14611,0.340389201699103,0.584585342023686,0.499557099891837,Gpr37/Mecp2/Myo5a,3
GO:0019209,MF,GO:0019209,kinase activator activity,3/324,93/14611,0.340389201699103,0.584585342023686,0.499557099891837,Erbb3/Ercc6/Wnk1,3
GO:0042626,MF,GO:0042626,ATPase-coupled transmembrane transporter activity,3/324,93/14611,0.340389201699103,0.584585342023686,0.499557099891837,Atp6v1e1/Atp6v1g2/Slc12a5,3
GO:0043123,BP,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,3/324,93/14611,0.340389201699103,0.584585342023686,0.499557099891837,Prkcb/Trim32/Trim62,3
GO:0010950,BP,GO:0010950,positive regulation of endopeptidase activity,4/324,133/14611,0.341192645069238,0.584585342023686,0.499557099891837,F2r/Ift57/Psme3/Stat1,4
GO:1905952,BP,GO:1905952,regulation of lipid localization,4/324,133/14611,0.341192645069238,0.584585342023686,0.499557099891837,Ehd1/Igfbp3/Ptch1/Scarb1,4
GO:0005801,CC,GO:0005801,cis-Golgi network,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Tmed10/Trip11,2
GO:0010171,BP,GO:0010171,body morphogenesis,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Ankrd11/Phldb1,2
GO:0017053,CC,GO:0017053,transcription repressor complex,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Ctbp2/Tbl1xr1,2
GO:0033627,BP,GO:0033627,cell adhesion mediated by integrin,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Tesc/Wnk1,2
GO:0033692,BP,GO:0033692,cellular polysaccharide biosynthetic process,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Fut9/Ndst3,2
GO:0072698,BP,GO:0072698,protein localization to microtubule cytoskeleton,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Abhd17b/Map1a,2
GO:0098948,CC,GO:0098948,intrinsic component of postsynaptic specialization membrane,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Lrrc4/Rgs7bp,2
GO:1902017,BP,GO:1902017,regulation of cilium assembly,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Arhgap35/Map4,2
GO:1903510,BP,GO:1903510,mucopolysaccharide metabolic process,2/324,55/14611,0.34547019640422,0.584585342023686,0.499557099891837,Ccnd3/Spock2,2
GO:0005976,BP,GO:0005976,polysaccharide metabolic process,3/324,94/14611,0.34647086836309,0.584585342023686,0.499557099891837,Fut9/Ndst3/Pfkm,3
GO:0014902,BP,GO:0014902,myotube differentiation,3/324,94/14611,0.34647086836309,0.584585342023686,0.499557099891837,Adgrb1/Dner/Ehd1,3
GO:0048144,BP,GO:0048144,fibroblast proliferation,3/324,94/14611,0.34647086836309,0.584585342023686,0.499557099891837,Nf1/Ptprz1/Trim32,3
GO:2000177,BP,GO:2000177,regulation of neural precursor cell proliferation,3/324,94/14611,0.34647086836309,0.584585342023686,0.499557099891837,Appl2/Nf1/Ptprz1,3
GO:2001022,BP,GO:2001022,positive regulation of response to DNA damage stimulus,3/324,94/14611,0.34647086836309,0.584585342023686,0.499557099891837,Ercc6/Pagr1a/Prkcg,3
GO:0000305,BP,GO:0000305,response to oxygen radical,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Ercc6,1
GO:0005164,MF,GO:0005164,tumor necrosis factor receptor binding,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Stat1,1
GO:0005231,MF,GO:0005231,excitatory extracellular ligand-gated ion channel activity,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Slc17a7,1
GO:0005921,CC,GO:0005921,gap junction,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Gjc3,1
GO:0006817,BP,GO:0006817,phosphate ion transport,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Slc17a7,1
GO:0006896,BP,GO:0006896,Golgi to vacuole transport,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Lamp1,1
GO:0008211,BP,GO:0008211,glucocorticoid metabolic process,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Mecp2,1
GO:0009595,BP,GO:0009595,detection of biotic stimulus,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Scarb1,1
GO:0010763,BP,GO:0010763,positive regulation of fibroblast migration,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Akap12,1
GO:0016327,CC,GO:0016327,apicolateral plasma membrane,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Mtcl1,1
GO:0016769,MF,GO:0016769,transferase activity, transferring nitrogenous groups,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Got1,1
GO:0016881,MF,GO:0016881,acid-amino acid ligase activity,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Carns1,1
GO:0021511,BP,GO:0021511,spinal cord patterning,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Reln,1
GO:0021895,BP,GO:0021895,cerebral cortex neuron differentiation,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Id4,1
GO:0030050,BP,GO:0030050,vesicle transport along actin filament,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Myo5a,1
GO:0031342,BP,GO:0031342,negative regulation of cell killing,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Ppp3cb,1
GO:0031434,MF,GO:0031434,mitogen-activated protein kinase kinase binding,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Dlg1,1
GO:0032482,BP,GO:0032482,Rab protein signal transduction,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Dennd1a,1
GO:0032753,BP,GO:0032753,positive regulation of interleukin-4 production,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Il20rb,1
GO:0033617,BP,GO:0033617,mitochondrial cytochrome c oxidase assembly,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Coa3,1
GO:0035259,MF,GO:0035259,glucocorticoid receptor binding,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Nrip1,1
GO:0035561,BP,GO:0035561,regulation of chromatin binding,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Ctbp2,1
GO:0035855,BP,GO:0035855,megakaryocyte development,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Pip4k2a,1
GO:0035994,BP,GO:0035994,response to muscle stretch,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Ryr2,1
GO:0043162,BP,GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Tsg101,1
GO:0043218,CC,GO:0043218,compact myelin,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Pten,1
GO:0044062,BP,GO:0044062,regulation of excretion,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Adora1,1
GO:0045652,BP,GO:0045652,regulation of megakaryocyte differentiation,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Tesc,1
GO:0045663,BP,GO:0045663,positive regulation of myoblast differentiation,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Igfbp3,1
GO:0045830,BP,GO:0045830,positive regulation of isotype switching,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Pagr1a,1
GO:0046496,BP,GO:0046496,nicotinamide nucleotide metabolic process,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Nmnat2,1
GO:0046688,BP,GO:0046688,response to copper ion,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Nfe2l1,1
GO:0046965,MF,GO:0046965,retinoid X receptor binding,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Nrip1,1
GO:0048266,BP,GO:0048266,behavioral response to pain,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Git2,1
GO:0048485,BP,GO:0048485,sympathetic nervous system development,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Nf1,1
GO:0051767,BP,GO:0051767,nitric-oxide synthase biosynthetic process,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Akap12,1
GO:0051769,BP,GO:0051769,regulation of nitric-oxide synthase biosynthetic process,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Akap12,1
GO:0060563,BP,GO:0060563,neuroepithelial cell differentiation,1/324,19/14611,0.34710159116837,0.584585342023686,0.499557099891837,Nfe2l1,1
